leg,journee,date,hour,match,win_type,score,available,winner
Second Leg,,26 janvier 2026,19:45,Geneve - Ambri,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Bienne - Ajoie,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Davos - Zoug,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Fribourg - Ambri,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Kloten - Zurich,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Lugano - Rapperswil,Regular Time,No Score,yes,
Second Leg,,27 janvier 2026,19:45,Langnau - Berne,Regular Time,No Score,yes,
Second Leg,,29 janvier 2026,19:45,Ambri - Lugano,Regular Time,No Score,yes,
Second Leg,,29 janvier 2026,19:45,Geneve - Fribourg,Regular Time,No Score,yes,
Second Leg,,29 janvier 2026,19:45,Rapperswil - Davos,Regular Time,No Score,yes,
Second Leg,,30 janvier 2026,19:45,Ajoie - Rapperswil,Regular Time,No Score,yes,
Second Leg,,30 janvier 2026,19:45,Bienne - Zurich,Regular Time,No Score,yes,
Second Leg,,30 janvier 2026,19:45,Davos - Berne,Regular Time,No Score,yes,
Second Leg,,30 janvier 2026,19:45,Fribourg - Kloten,Regular Time,No Score,yes,
Second Leg,,30 janvier 2026,19:45,Zoug - Lausanne,Regular Time,No Score,yes,
Second Leg,,31 janvier 2026,19:45,Zurich - Zoug,Regular Time,No Score,yes,
Second Leg,,31 janvier 2026,19:45,Lugano - Geneve,Regular Time,No Score,yes,
Second Leg,,31 janvier 2026,19:45,Langnau - Ambri,Regular Time,No Score,yes,
Second Leg,,1 février 2026,14:00,Berne - Ajoie,Regular Time,No Score,yes,
Second Leg,,1 février 2026,14:00,Kloten - Bienne,Regular Time,No Score,yes,
Second Leg,,1 février 2026,15:45,Davos - Fribourg,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Ambri - Lausanne,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Berne - Kloten,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Davos - Langnau,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Lugano - Bienne,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Rapperswil - Geneve,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Zurich - Ajoie,Regular Time,No Score,yes,
Second Leg,,24 février 2026,19:45,Zoug - Fribourg,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Ajoie - Lugano,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Ambri - Davos,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Bienne - Zoug,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Geneve - Berne,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Kloten - Langnau,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Lausanne - Zurich,Regular Time,No Score,yes,
Second Leg,,27 février 2026,19:45,Rapperswil - Fribourg,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Berne - Bienne,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Davos - Kloten,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Lugano - Lausanne,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Langnau - Rapperswil,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Zurich - Geneve,Regular Time,No Score,yes,
Second Leg,,28 février 2026,19:45,Zoug - Ambri,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Ajoie - Ambri,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Berne - Zoug,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Geneve - Bienne,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Lugano - Zurich,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Lausanne - Davos,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Rapperswil - Kloten,Regular Time,No Score,yes,
Second Leg,,5 mars 2026,19:45,Langnau - Fribourg,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Ajoie - Geneve,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Ambri - Berne,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Bienne - Langnau,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Fribourg - Lausanne,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Kloten - Lugano,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Zurich - Davos,Regular Time,No Score,yes,
Second Leg,,7 mars 2026,19:45,Zoug - Rapperswil,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Berne - Fribourg,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Davos - Bienne,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Geneve - Kloten,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Lugano - Zoug,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Lausanne - Ajoie,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Rapperswil - Ambri,Regular Time,No Score,yes,
Second Leg,,9 mars 2026,19:45,Langnau - Zurich,Regular Time,No Score,yes,
